:START_ID(HAPLOTYPE),:END_ID(HAPLOTYPE),:TYPE
45650,4635,TOP
45651,4636,TOP
45652,4653,TOP
45652,4651,TOP
45652,4655,TOP
45652,4650,TOP
45652,4654,TOP
45652,4652,TOP
45653,4661,TOP
45653,4659,TOP
45654,4666,TOP
45655,4685,TOP
45655,4678,TOP
45655,4684,TOP
45655,5026,TOP
45655,4803,TOP
45655,4801,TOP
45655,4683,TOP
45655,5002,TOP
45655,4802,TOP
45656,4700,TOP
45656,4699,TOP
45656,4698,TOP
45656,4701,TOP
45656,4695,TOP
45656,4697,TOP
45657,4696,TOP
45657,4703,TOP
45657,4702,TOP
45658,4810,TOP
45658,4715,TOP
45658,4808,TOP
45658,4714,TOP
45659,4717,TOP
45659,4716,TOP
45660,4725,TOP
45661,4739,TOP
45661,4737,TOP
45661,4738,TOP
45662,4740,TOP
45662,4741,TOP
45662,4743,TOP
45662,4742,TOP
45663,4767,TOP
45663,4765,TOP
45664,4766,TOP
45664,4768,TOP
45665,4778,TOP
45665,4780,TOP
45666,4779,TOP
45667,4788,TOP
45667,4790,TOP
45667,4789,TOP
45667,4786,TOP
45667,4787,TOP
45667,4785,TOP
45668,4795,TOP
45668,4794,TOP
45668,4793,TOP
45668,4796,TOP
45668,4792,TOP
45668,4791,TOP
45669,4833,TOP
45669,4831,TOP
45670,4839,TOP
45670,4838,TOP
45670,4836,TOP
45670,4837,TOP
45670,4843,TOP
45670,4842,TOP
45670,4841,TOP
45670,4840,TOP
45671,4848,TOP
45671,4849,TOP
45671,4850,TOP
45671,4851,TOP
45672,4853,TOP
45673,4854,TOP
45674,4855,TOP
45675,4856,TOP
45676,4857,TOP
45677,4858,TOP
45678,4859,TOP
45679,4860,TOP
45680,4861,TOP
45681,4873,TOP
45681,4872,TOP
45682,4885,TOP
45683,4889,TOP
45683,4886,TOP
45684,4891,TOP
45684,4888,TOP
45684,4890,TOP
45684,4887,TOP
45685,4893,TOP
45685,4894,TOP
45685,4895,TOP
45686,4922,TOP
45686,4920,TOP
45686,4923,TOP
45686,4921,TOP
45687,4931,TOP
45688,4935,TOP
45688,4936,TOP
45688,4957,TOP
45688,4958,TOP
45689,4980,TOP
45689,4978,TOP
45690,4982,TOP
45690,4983,TOP
45691,4994,TOP
45692,4995,TOP
45693,4996,TOP
45694,4997,TOP
45695,5003,TOP
45696,5011,TOP
45696,5113,TOP
45696,5013,TOP
45696,5009,TOP
45696,5118,TOP
45696,5117,TOP
45696,5115,TOP
45696,5014,TOP
45697,5049,TOP
45697,5050,TOP
45697,5017,TOP
45698,5034,TOP
45698,5021,TOP
45698,5022,TOP
45698,5020,TOP
45698,5023,TOP
45698,5035,TOP
45698,5019,TOP
45699,5024,TOP
45699,5025,TOP
45700,5027,TOP
45701,5028,TOP
45702,5029,TOP
45703,5043,TOP
45704,5044,TOP
45705,5094,TOP
45705,5095,TOP
45705,5093,TOP
45705,5091,TOP
45705,5092,TOP
45705,5090,TOP
45706,5098,TOP
45707,5108,TOP
45707,5106,TOP
45708,5107,TOP
45709,5109,TOP
45710,15,TOP
45710,1698,TOP
45710,1687,TOP
45710,1502,TOP
45710,2255,TOP
45710,1700,TOP
45710,1412,TOP
45710,1693,TOP
45710,1686,TOP
45710,1697,TOP
45710,0,TOP
45710,3935,TOP
45710,1684,TOP
45710,1517,TOP
45710,1501,TOP
45710,1701,TOP
45710,4551,TOP
45710,1699,TOP
45710,1696,TOP
45711,21,TOP
45711,17,TOP
45711,887,TOP
45711,450,TOP
45711,480,TOP
45711,3270,TOP
45711,6,TOP
45711,795,TOP
45711,888,TOP
45711,487,TOP
45711,799,TOP
45711,1816,TOP
45711,1141,TOP
45711,4776,TOP
45711,1807,TOP
45711,840,TOP
45711,321,TOP
45711,265,TOP
45711,797,TOP
45711,1928,TOP
45711,1669,TOP
45711,3261,TOP
45711,1824,TOP
45711,1811,TOP
45711,263,TOP
45711,5031,TOP
45711,232,TOP
45711,235,TOP
45711,283,TOP
45711,4041,TOP
45711,4775,TOP
45711,230,TOP
45711,793,TOP
45711,7,TOP
45711,754,TOP
45711,2153,TOP
45711,1780,TOP
45711,2664,TOP
45711,1809,TOP
45711,3264,TOP
45711,514,TOP
45711,4777,TOP
45711,317,TOP
45711,227,TOP
45711,891,TOP
45711,216,TOP
45711,1486,TOP
45711,322,TOP
45711,1148,TOP
45711,1812,TOP
45711,1619,TOP
45711,3912,TOP
45711,3357,TOP
45711,4774,TOP
45711,1,TOP
45711,1808,TOP
45711,836,TOP
45711,890,TOP
45711,4772,TOP
45711,2663,TOP
45711,290,TOP
45711,313,TOP
45711,1802,TOP
45711,1814,TOP
45711,1795,TOP
45711,16,TOP
45711,758,TOP
45711,2662,TOP
45711,2152,TOP
45711,1826,TOP
45711,895,TOP
45711,517,TOP
45711,13,TOP
45711,1930,TOP
45711,3260,TOP
45711,1147,TOP
45711,3262,TOP
45711,1555,TOP
45711,1815,TOP
45711,1806,TOP
45711,4585,TOP
45711,452,TOP
45711,792,TOP
45711,848,TOP
45711,798,TOP
45711,1810,TOP
45711,2025,TOP
45711,23,TOP
45711,2668,TOP
45711,892,TOP
45711,3268,TOP
45711,1796,TOP
45711,9,TOP
45711,269,TOP
45711,879,TOP
45711,316,TOP
45711,217,TOP
45711,251,TOP
45711,1803,TOP
45711,2661,TOP
45711,240,TOP
45711,1939,TOP
45711,796,TOP
45711,1670,TOP
45712,3276,TOP
45712,854,TOP
45712,2042,TOP
45712,2,TOP
45712,1257,TOP
45712,1813,TOP
45712,1759,TOP
45712,1804,TOP
45712,1805,TOP
45712,3277,TOP
45712,280,TOP
45712,3456,TOP
45712,4773,TOP
45712,898,TOP
45712,277,TOP
45712,3454,TOP
45712,1682,TOP
45712,3293,TOP
45712,1797,TOP
45712,1798,TOP
45712,245,TOP
45712,1137,TOP
45712,8,TOP
45712,1938,TOP
45712,525,TOP
45712,1819,TOP
45712,1822,TOP
45712,1262,TOP
45712,259,TOP
45712,22,TOP
45712,1101,TOP
45712,1667,TOP
45712,486,TOP
45712,889,TOP
45712,1925,TOP
45712,1253,TOP
45712,12,TOP
45712,1145,TOP
45712,3457,TOP
45712,515,TOP
45712,2026,TOP
45712,1264,TOP
45712,2665,TOP
45712,3916,TOP
45712,19,TOP
45712,242,TOP
45712,755,TOP
45712,867,TOP
45712,4586,TOP
45712,1259,TOP
45712,509,TOP
45712,1151,TOP
45712,1254,TOP
45712,1096,TOP
45712,3455,TOP
45712,510,TOP
45712,1760,TOP
45712,1261,TOP
45712,498,TOP
45712,1263,TOP
45712,1817,TOP
45712,3292,TOP
45712,1144,TOP
45712,4042,TOP
45712,5033,TOP
45712,1613,TOP
45712,14,TOP
45712,262,TOP
45712,1256,TOP
45712,3265,TOP
45712,1821,TOP
45712,506,TOP
45712,1146,TOP
45712,252,TOP
45713,228,TOP
45713,2024,TOP
45713,274,TOP
45713,314,TOP
45713,3269,TOP
45713,1255,TOP
45713,330,TOP
45713,2735,TOP
45713,254,TOP
45713,319,TOP
45713,226,TOP
45713,3263,TOP
45713,2210,TOP
45713,220,TOP
45713,2734,TOP
45713,1258,TOP
45713,2206,TOP
45713,2728,TOP
45713,302,TOP
45713,1105,TOP
45713,1022,TOP
45713,4496,TOP
45713,1020,TOP
45713,219,TOP
45713,4302,TOP
45713,1551,TOP
45713,276,TOP
45713,1019,TOP
45713,2928,TOP
45713,2927,TOP
45713,2208,TOP
45713,225,TOP
45713,257,TOP
45713,233,TOP
45713,3024,TOP
45713,2202,TOP
45713,756,TOP
45713,2929,TOP
45713,2729,TOP
45713,1620,TOP
45713,2731,TOP
45713,4780,TOP
45713,2666,TOP
45713,266,TOP
45713,2932,TOP
45713,3836,TOP
45713,320,TOP
45713,4981,TOP
45713,2204,TOP
45713,324,TOP
45713,3026,TOP
45713,2726,TOP
45713,2730,TOP
45713,455,TOP
45713,1621,TOP
45713,2023,TOP
45713,250,TOP
45713,299,TOP
45713,448,TOP
45713,212,TOP
45713,3,TOP
45713,752,TOP
45713,1622,TOP
45713,331,TOP
45713,221,TOP
45713,869,TOP
45713,3258,TOP
45713,2930,TOP
45713,1779,TOP
45713,2926,TOP
45713,4587,TOP
45713,2724,TOP
45713,301,TOP
45713,2207,TOP
45713,2720,TOP
45713,275,TOP
45713,2925,TOP
45713,4779,TOP
45713,523,TOP
45713,2022,TOP
45713,214,TOP
45713,2923,TOP
45713,1112,TOP
45713,2931,TOP
45713,2733,TOP
45713,231,TOP
45713,213,TOP
45713,3275,TOP
45713,3023,TOP
45713,323,TOP
45713,2933,TOP
45713,2721,TOP
45713,2727,TOP
45713,2205,TOP
45713,4778,TOP
45713,3259,TOP
45713,229,TOP
45713,451,TOP
45713,508,TOP
45713,1487,TOP
45713,1249,TOP
45713,1093,TOP
45713,3025,TOP
45713,3267,TOP
45713,2924,TOP
45713,1260,TOP
45713,2732,TOP
45713,2725,TOP
45713,2209,TOP
45714,454,TOP
45714,2718,TOP
45714,236,TOP
45714,246,TOP
45714,1036,TOP
45714,4,TOP
45714,1038,TOP
45714,3350,TOP
45714,4582,TOP
45714,1678,TOP
45714,3351,TOP
45714,1662,TOP
45714,249,TOP
45714,261,TOP
45714,1781,TOP
45714,3911,TOP
45714,253,TOP
45714,285,TOP
45714,282,TOP
45714,256,TOP
45714,1230,TOP
45714,449,TOP
45714,1078,TOP
45714,1066,TOP
45714,289,TOP
45714,1234,TOP
45714,1090,TOP
45715,5,TOP
45715,11,TOP
45716,1510,TOP
45716,4549,TOP
45716,1418,TOP
45716,1122,TOP
45716,2740,TOP
45716,1509,TOP
45716,1694,TOP
45716,1550,TOP
45716,4292,TOP
45716,1410,TOP
45716,2757,TOP
45716,3511,TOP
45716,4129,TOP
45716,3282,TOP
45716,3909,TOP
45716,1689,TOP
45716,1417,TOP
45716,2762,TOP
45716,3595,TOP
45716,3545,TOP
45716,1573,TOP
45716,1692,TOP
45716,3922,TOP
45716,4237,TOP
45716,4239,TOP
45716,2235,TOP
45716,2240,TOP
45716,2246,TOP
45716,4294,TOP
45716,1584,TOP
45716,1585,TOP
45716,2760,TOP
45716,1695,TOP
45716,3933,TOP
45716,2758,TOP
45716,4287,TOP
45716,4108,TOP
45716,1548,TOP
45716,1515,TOP
45716,1546,TOP
45716,2238,TOP
45716,1691,TOP
45716,4109,TOP
45716,1544,TOP
45716,4293,TOP
45716,1492,TOP
45716,1414,TOP
45716,1574,TOP
45716,2237,TOP
45716,3365,TOP
45716,1549,TOP
45716,2248,TOP
45716,3510,TOP
45716,4763,TOP
45716,10,TOP
45716,1545,TOP
45717,453,TOP
45717,495,TOP
45717,851,TOP
45717,864,TOP
45717,458,TOP
45717,885,TOP
45717,457,TOP
45717,850,TOP
45717,853,TOP
45717,2518,TOP
45717,4829,TOP
45717,1046,TOP
45717,18,TOP
45717,1062,TOP
45717,900,TOP
45717,1069,TOP
45717,643,TOP
45717,866,TOP
45717,3137,TOP
45717,1053,TOP
45717,1794,TOP
45717,4610,TOP
45717,1617,TOP
45717,456,TOP
45717,1236,TOP
45717,852,TOP
45717,3273,TOP
45717,270,TOP
45717,1668,TOP
45717,2521,TOP
45717,3138,TOP
45717,496,TOP
45717,882,TOP
45717,1048,TOP
45717,279,TOP
45717,459,TOP
45717,1793,TOP
45717,268,TOP
45717,272,TOP
45717,2523,TOP
45717,3740,TOP
45717,4828,TOP
45717,255,TOP
45717,1663,TOP
45717,645,TOP
45717,1037,TOP
45717,326,TOP
45718,25,TOP
45718,2514,TOP
45718,1252,TOP
45718,20,TOP
45718,1661,TOP
45718,1618,TOP
45718,1660,TOP
45718,24,TOP
45718,4300,TOP
45718,4301,TOP
45719,37,TOP
45719,599,TOP
45719,36,TOP
45719,29,TOP
45719,30,TOP
45719,26,TOP
45719,38,TOP
45719,591,TOP
45719,593,TOP
45719,588,TOP
45720,1369,TOP
45720,1333,TOP
45720,1332,TOP
45720,2356,TOP
45720,1338,TOP
45720,1368,TOP
45720,1336,TOP
45720,2355,TOP
45720,562,TOP
45720,1337,TOP
45720,1635,TOP
45720,1339,TOP
45720,1331,TOP
45720,534,TOP
45720,539,TOP
45720,1320,TOP
45720,1586,TOP
45720,1641,TOP
45720,27,TOP
45720,1334,TOP
45720,2354,TOP
45720,1335,TOP
45720,1367,TOP
45721,2481,TOP
45721,163,TOP
45721,638,TOP
45721,2737,TOP
45721,4431,TOP
45721,4599,TOP
45721,3655,TOP
45721,175,TOP
45721,642,TOP
45721,161,TOP
45721,3913,TOP
45721,186,TOP
45721,559,TOP
45721,3654,TOP
45721,3914,TOP
45721,3424,TOP
45721,714,TOP
45721,2482,TOP
45721,162,TOP
45721,2738,TOP
45721,3443,TOP
45721,164,TOP
45721,28,TOP
45721,1089,TOP
45721,640,TOP
45721,4595,TOP
45721,41,TOP
45721,182,TOP
45721,189,TOP
45721,1650,TOP
45721,662,TOP
45721,2006,TOP
45721,3651,TOP
45721,177,TOP
45721,3915,TOP
45721,4597,TOP
45721,1390,TOP
45721,3656,TOP
45721,51,TOP
45721,712,TOP
45721,2479,TOP
45721,1375,TOP
45721,659,TOP
45721,2736,TOP
45721,1638,TOP
45721,3425,TOP
45721,1317,TOP
45721,2004,TOP
45721,3426,TOP
45721,3653,TOP
45721,4598,TOP
45721,637,TOP
45721,2008,TOP
45721,2723,TOP
45721,165,TOP
45721,4592,TOP
45721,4596,TOP
45721,4163,TOP
45721,180,TOP
45721,4594,TOP
45721,663,TOP
45721,657,TOP
45721,543,TOP
45721,742,TOP
45721,1651,TOP
45721,3423,TOP
45721,168,TOP
45721,45,TOP
45721,649,TOP
45721,1639,TOP
45721,660,TOP
45721,3917,TOP
45721,532,TOP
45721,652,TOP
45721,2480,TOP
45722,759,TOP
45722,31,TOP
45723,565,TOP
45723,3077,TOP
45723,715,TOP
45723,3073,TOP
45723,39,TOP
45723,3452,TOP
45723,43,TOP
45723,32,TOP
45723,3072,TOP
45723,1688,TOP
45723,713,TOP
45723,3295,TOP
45723,1097,TOP
45723,1080,TOP
45723,1685,TOP
45723,1229,TOP
45723,538,TOP
45723,1588,TOP
45723,3749,TOP
45723,2865,TOP
45723,2953,TOP
45723,3451,TOP
45723,3076,TOP
45723,1232,TOP
45723,1391,TOP
45723,2952,TOP
45723,2867,TOP
45723,1079,TOP
45723,3299,TOP
45723,553,TOP
45723,1690,TOP
45723,2864,TOP
45723,1386,TOP
45723,2868,TOP
45723,2951,TOP
45723,1590,TOP
45723,542,TOP
45723,3449,TOP
45723,3078,TOP
45723,2861,TOP
45723,1379,TOP
45723,569,TOP
45723,724,TOP
45723,2871,TOP
45723,2880,TOP
45723,2954,TOP
45723,3074,TOP
45723,3075,TOP
45723,3297,TOP
45723,2869,TOP
45723,1233,TOP
45723,1111,TOP
45723,721,TOP
45723,1231,TOP
45724,33,TOP
45724,48,TOP
45724,173,TOP
45724,1109,TOP
45724,179,TOP
45724,3665,TOP
45724,49,TOP
45724,3664,TOP
45724,709,TOP
45724,1722,TOP
45724,1098,TOP
45725,1127,TOP
45725,2910,TOP
45725,1125,TOP
45725,2892,TOP
45725,2893,TOP
45725,725,TOP
45725,2903,TOP
45725,2907,TOP
45725,34,TOP
45725,2066,TOP
45725,2065,TOP
45725,738,TOP
45725,730,TOP
45725,731,TOP
45725,739,TOP
45725,2896,TOP
45725,2071,TOP
45725,726,TOP
45725,2899,TOP
45725,732,TOP
45725,733,TOP
45725,736,TOP
45725,2894,TOP
45725,2902,TOP
45725,2906,TOP
45725,2073,TOP
45725,750,TOP
45725,735,TOP
45725,2072,TOP
45725,1126,TOP
45726,592,TOP
45726,604,TOP
45726,2162,TOP
45726,875,TOP
45726,35,TOP
45726,614,TOP
45727,2512,TOP
45727,40,TOP
45727,3421,TOP
45727,55,TOP
45727,46,TOP
45727,3422,TOP
45727,47,TOP
45728,551,TOP
45728,42,TOP
45728,2743,TOP
45728,1103,TOP
45728,3662,TOP
45728,881,TOP
45728,2376,TOP
45728,3663,TOP
45728,718,TOP
45729,1365,TOP
45729,2079,TOP
45729,1740,TOP
45729,2076,TOP
45729,1739,TOP
45729,707,TOP
45729,2085,TOP
45729,2075,TOP
45729,2078,TOP
45729,44,TOP
45729,1711,TOP
45729,708,TOP
45730,623,TOP
45730,1708,TOP
45730,3139,TOP
45730,774,TOP
45730,1086,TOP
45730,1157,TOP
45730,1088,TOP
45730,717,TOP
45730,2172,TOP
45730,4716,TOP
45730,2163,TOP
45730,768,TOP
45730,2156,TOP
45730,3069,TOP
45730,3448,TOP
45730,3079,TOP
45730,2165,TOP
45730,4715,TOP
45730,1085,TOP
45730,1083,TOP
45730,771,TOP
45730,2956,TOP
45730,4717,TOP
45730,2909,TOP
45730,761,TOP
45730,2167,TOP
45730,1156,TOP
45730,616,TOP
45730,2959,TOP
45730,612,TOP
45730,2175,TOP
45730,2174,TOP
45730,874,TOP
45730,3080,TOP
45730,770,TOP
45730,2161,TOP
45730,767,TOP
45730,602,TOP
45730,2173,TOP
45730,1153,TOP
45730,2169,TOP
45730,1733,TOP
45730,597,TOP
45730,2722,TOP
45730,1155,TOP
45730,3081,TOP
45730,4164,TOP
45730,50,TOP
45730,4714,TOP
45730,1154,TOP
45730,865,TOP
45731,4122,TOP
45731,3221,TOP
45731,4120,TOP
45731,52,TOP
45731,4121,TOP
45731,3222,TOP
45731,4117,TOP
45731,1362,TOP
45731,4119,TOP
45731,4123,TOP
45731,3223,TOP
45732,53,TOP
45733,54,TOP
45734,2715,TOP
45734,62,TOP
45734,3323,TOP
45734,56,TOP
45734,2714,TOP
45734,3321,TOP
45734,2676,TOP
45734,64,TOP
45734,78,TOP
45734,74,TOP
45734,66,TOP
45734,65,TOP
45734,2717,TOP
45734,68,TOP
45734,69,TOP
45734,63,TOP
45734,59,TOP
45734,4118,TOP
45734,2716,TOP
45734,77,TOP
45734,72,TOP
45734,61,TOP
45735,82,TOP
45735,634,TOP
45735,639,TOP
45735,1188,TOP
45735,3031,TOP
45735,1220,TOP
45735,4243,TOP
45735,4687,TOP
45735,4741,TOP
45735,961,TOP
45735,1447,TOP
45735,386,TOP
45735,979,TOP
45735,1460,TOP
45735,635,TOP
45735,2263,TOP
45735,928,TOP
45735,4742,TOP
45735,3194,TOP
45735,2549,TOP
45735,4037,TOP
45735,1729,TOP
45735,79,TOP
45735,4740,TOP
45735,101,TOP
45735,636,TOP
45735,394,TOP
45735,4036,TOP
45735,1464,TOP
45735,2548,TOP
45735,1406,TOP
45735,1407,TOP
45735,440,TOP
45735,4038,TOP
45735,927,TOP
45735,2741,TOP
45735,4856,TOP
45735,921,TOP
45735,2265,TOP
45735,2568,TOP
45735,3193,TOP
45735,57,TOP
45735,943,TOP
45735,96,TOP
45735,962,TOP
45735,4173,TOP
45735,97,TOP
45735,4068,TOP
45735,1869,TOP
45735,972,TOP
45735,933,TOP
45735,1450,TOP
45735,4860,TOP
45735,1001,TOP
45735,1014,TOP
45735,969,TOP
45735,1017,TOP
45735,102,TOP
45735,408,TOP
45735,1005,TOP
45735,935,TOP
45735,1861,TOP
45735,3197,TOP
45735,1875,TOP
45735,86,TOP
45735,2567,TOP
45735,1461,TOP
45735,3195,TOP
45735,970,TOP
45735,4031,TOP
45735,1452,TOP
45735,4854,TOP
45735,971,TOP
45735,103,TOP
45735,980,TOP
45735,396,TOP
45735,58,TOP
45735,1459,TOP
45735,942,TOP
45735,81,TOP
45735,641,TOP
45735,437,TOP
45735,934,TOP
45735,1721,TOP
45735,1400,TOP
45735,443,TOP
45735,94,TOP
45735,4035,TOP
45735,1735,TOP
45735,986,TOP
45735,964,TOP
45735,4861,TOP
45735,1216,TOP
45735,1446,TOP
45735,444,TOP
45735,391,TOP
45735,1462,TOP
45735,4859,TOP
45735,937,TOP
45735,3196,TOP
45735,83,TOP
45735,1185,TOP
45735,2547,TOP
45735,1445,TOP
45735,67,TOP
45735,1870,TOP
45735,1457,TOP
45735,73,TOP
45735,99,TOP
45735,1186,TOP
45735,958,TOP
45735,4032,TOP
45735,4959,TOP
45735,977,TOP
45735,1181,TOP
45735,4743,TOP
45735,982,TOP
45735,4858,TOP
45735,1456,TOP
45735,2862,TOP
45735,3047,TOP
45735,92,TOP
45735,1405,TOP
45735,377,TOP
45735,4852,TOP
45735,392,TOP
45735,4686,TOP
45735,1182,TOP
45735,1448,TOP
45735,996,TOP
45735,2551,TOP
45735,3198,TOP
45735,2742,TOP
45735,5097,TOP
45735,925,TOP
45735,1217,TOP
45735,95,TOP
45735,91,TOP
45735,1184,TOP
45735,936,TOP
45735,1003,TOP
45735,4070,TOP
45735,3028,TOP
45735,431,TOP
45735,3032,TOP
45735,445,TOP
45735,1458,TOP
45735,4033,TOP
45735,1215,TOP
45735,4071,TOP
45735,90,TOP
45735,920,TOP
45735,80,TOP
45735,2550,TOP
45735,4172,TOP
45735,930,TOP
45735,923,TOP
45735,4034,TOP
45735,393,TOP
45735,425,TOP
45735,960,TOP
45735,1454,TOP
45735,1730,TOP
45735,89,TOP
45735,1408,TOP
45735,4039,TOP
45735,949,TOP
45735,60,TOP
45735,417,TOP
45735,1451,TOP
45735,1002,TOP
45735,87,TOP
45735,1218,TOP
45735,1463,TOP
45735,4069,TOP
45735,4855,TOP
45735,88,TOP
45735,941,TOP
45735,625,TOP
45735,412,TOP
45735,100,TOP
45735,381,TOP
45735,416,TOP
45735,3186,TOP
45735,4853,TOP
45735,2258,TOP
45735,985,TOP
45735,84,TOP
45735,5096,TOP
45735,951,TOP
45735,4857,TOP
45735,633,TOP
45735,389,TOP
45735,1449,TOP
45735,376,TOP
45735,70,TOP
45735,98,TOP
45735,1219,TOP
45735,390,TOP
45735,1012,TOP
45735,2264,TOP
45735,1189,TOP
45735,1465,TOP
45735,85,TOP
45735,4030,TOP
45735,1727,TOP
45735,1453,TOP
45735,1183,TOP
45735,3051,TOP
45735,93,TOP
45735,919,TOP
45735,1720,TOP
45735,3050,TOP
45735,922,TOP
45736,71,TOP
45737,613,TOP
45737,388,TOP
45737,939,TOP
45737,1709,TOP
45737,415,TOP
45737,947,TOP
45737,926,TOP
45737,929,TOP
45737,400,TOP
45737,1444,TOP
45737,953,TOP
45737,952,TOP
45737,1741,TOP
45737,3762,TOP
45737,414,TOP
45737,959,TOP
45737,963,TOP
45737,924,TOP
45737,402,TOP
45737,966,TOP
45737,1455,TOP
45737,3652,TOP
45737,4894,TOP
45737,1919,TOP
45737,407,TOP
45737,1734,TOP
45737,611,TOP
45737,973,TOP
45737,383,TOP
45737,1006,TOP
45737,1717,TOP
45737,989,TOP
45737,75,TOP
45737,3650,TOP
45737,1724,TOP
45737,4312,TOP
45737,436,TOP
45737,3648,TOP
45737,967,TOP
45737,992,TOP
45737,3647,TOP
45737,76,TOP
45737,4895,TOP
45737,2940,TOP
45737,4893,TOP
45737,997,TOP
45737,4458,TOP
45737,3649,TOP
45737,3646,TOP
45737,3220,TOP
45737,954,TOP
45737,1915,TOP
45738,4931,TOP
45738,153,TOP
45738,2184,TOP
45738,123,TOP
45738,3278,TOP
45738,141,TOP
45738,151,TOP
45738,2181,TOP
45738,138,TOP
45738,4220,TOP
45738,4110,TOP
45738,4554,TOP
45738,125,TOP
45738,115,TOP
45738,3279,TOP
45738,4552,TOP
45738,118,TOP
45738,120,TOP
45738,113,TOP
45738,3281,TOP
45738,4555,TOP
45738,3280,TOP
45738,119,TOP
45738,104,TOP
45738,117,TOP
45738,5045,TOP
45738,4823,TOP
45738,108,TOP
45738,142,TOP
45739,2644,TOP
45739,149,TOP
45739,2650,TOP
45739,1676,TOP
45739,2654,TOP
45739,148,TOP
45739,2655,TOP
45739,1679,TOP
45739,122,TOP
45739,146,TOP
45739,127,TOP
45739,3863,TOP
45739,2641,TOP
45739,2656,TOP
45739,4285,TOP
45739,3828,TOP
45739,2379,TOP
45739,3739,TOP
45739,1671,TOP
45739,3508,TOP
45739,3861,TOP
45739,154,TOP
45739,3862,TOP
45739,137,TOP
45739,2651,TOP
45739,2640,TOP
45739,1672,TOP
45739,152,TOP
45739,2639,TOP
45739,143,TOP
45739,134,TOP
45739,2649,TOP
45739,133,TOP
45739,2380,TOP
45739,4583,TOP
45739,139,TOP
45739,2648,TOP
45739,121,TOP
45739,3829,TOP
45739,1673,TOP
45739,4904,TOP
45739,4905,TOP
45739,160,TOP
45739,140,TOP
45739,147,TOP
45739,1677,TOP
45739,2642,TOP
45739,3868,TOP
45739,3866,TOP
45739,2342,TOP
45739,159,TOP
45739,105,TOP
45739,136,TOP
45739,2377,TOP
45739,145,TOP
45739,2647,TOP
45739,114,TOP
45739,158,TOP
45739,1675,TOP
45739,1092,TOP
45739,2343,TOP
45739,111,TOP
45740,112,TOP
45740,110,TOP
45740,106,TOP
45740,201,TOP
45740,3316,TOP
45740,197,TOP
45740,202,TOP
45740,4744,TOP
45740,144,TOP
45740,107,TOP
45740,4169,TOP
45740,4168,TOP
45740,109,TOP
45740,4170,TOP
45740,204,TOP
45740,203,TOP
45740,3315,TOP
45740,3313,TOP
45740,206,TOP
45740,3314,TOP
45740,205,TOP
45740,4171,TOP
45740,207,TOP
45741,135,TOP
45741,132,TOP
45741,124,TOP
45741,150,TOP
45741,130,TOP
45741,116,TOP
45741,128,TOP
45741,129,TOP
45741,131,TOP
45741,126,TOP
45742,3509,TOP
45742,2378,TOP
45742,3830,TOP
45742,2646,TOP
45742,4286,TOP
45742,1680,TOP
45742,156,TOP
45742,2653,TOP
45742,1683,TOP
45742,157,TOP
45742,2652,TOP
45742,4584,TOP
45742,155,TOP
45742,1681,TOP
45742,3869,TOP
45742,3867,TOP
45742,2381,TOP
45742,3865,TOP
45743,1124,TOP
45743,166,TOP
45743,3068,TOP
45743,1095,TOP
45743,1123,TOP
45743,1591,TOP
45743,741,TOP
45743,1121,TOP
45743,1592,TOP
45743,719,TOP
45743,1373,TOP
45743,1594,TOP
45743,176,TOP
45743,181,TOP
45743,747,TOP
45743,744,TOP
45743,190,TOP
45743,1593,TOP
45744,598,TOP
45744,705,TOP
45744,2171,TOP
45744,3129,TOP
45744,2080,TOP
45744,2154,TOP
45744,3070,TOP
45744,3832,TOP
45744,2058,TOP
45744,868,TOP
45744,2089,TOP
45744,2891,TOP
45744,583,TOP
45744,2513,TOP
45744,618,TOP
45744,603,TOP
45744,4689,TOP
45744,706,TOP
45744,3067,TOP
45744,3132,TOP
45744,699,TOP
45744,568,TOP
45744,1237,TOP
45744,1715,TOP
45744,2088,TOP
45744,716,TOP
45744,3833,TOP
45744,2056,TOP
45744,172,TOP
45744,2159,TOP
45744,2086,TOP
45744,2155,TOP
45744,2055,TOP
45744,2082,TOP
45744,3445,TOP
45744,2053,TOP
45744,624,TOP
45744,579,TOP
45744,710,TOP
45744,556,TOP
45744,893,TOP
45744,594,TOP
45744,4257,TOP
45744,3131,TOP
45744,2160,TOP
45744,183,TOP
45744,1716,TOP
45744,550,TOP
45744,170,TOP
45744,2166,TOP
45744,4256,TOP
45744,3126,TOP
45744,3066,TOP
45744,167,TOP
45744,606,TOP
45744,2087,TOP
45744,1094,TOP
45744,607,TOP
45744,617,TOP
45744,2083,TOP
45744,621,TOP
45744,2164,TOP
45744,737,TOP
45744,4690,TOP
45744,1712,TOP
45744,2158,TOP
45744,734,TOP
45744,711,TOP
45744,1737,TOP
45744,2157,TOP
45744,3831,TOP
45744,2084,TOP
45744,1736,TOP
45744,2052,TOP
45744,2170,TOP
45744,2168,TOP
45744,2176,TOP
45744,2081,TOP
45744,1235,TOP
45744,2719,TOP
45744,702,TOP
45745,685,TOP
45745,727,TOP
45745,906,TOP
45745,185,TOP
45745,686,TOP
45745,2273,TOP
45745,1595,TOP
45745,695,TOP
45745,3703,TOP
45745,1383,TOP
45745,671,TOP
45745,540,TOP
45745,675,TOP
45745,681,TOP
45745,2643,TOP
45745,1371,TOP
